id	name	rarity	description	requirements	effects	end
1152	The hoburg natives are prepari	-2	The hoburg natives are preparing to defend their homeland. They have constructed a holdfast and begun training guards. [Hoburg Holdfast]	poptype 38|freesites 1|land 1	newsite -1|defence 10	
1153	The lands flourish and attract	-2	The lands flourish and attract new inhabitants. A group of hoburg men and women have settled in the area. [Hoburg Settlement]	growth 2|freesites 1|minpop 30|waste 0|land 1	newsite -1	
1154	An order of knights have taken	-2	An order of knights have taken upon themselves to protect this land and uphold the law. [Knightly Order of the Deep]	fort 0|order 1|freesites 1|minunrest 10|noera 1|land 0	newsite -1|unrest -10|defence 8	
1155	An order of knights have taken	-2	An order of knights have taken upon themselves to protect this land and uphold the law. [Knightly Order]	fort 0|order 1|freesites 1|minunrest 10|noera 1|land 1	newsite -1|unrest -10|defence 8	
1156	The Knights are funding defens	0	The Knights are funding defenses. [Knightly Order]	site 1|rare 2	defence 5	
1157	The Knights have helped in bri	0	The Knights have helped in bringing order to the troubled realm. [Knightly Order]	site 1|minunrest 10|rare 30	unrest -20	
1158	One of the knights at The Orde	0	One of the knights at The Order has completed a Quest. During his adventures he found a magical object, which the Order donated to the treasury. [Knightly Order]	site 1|rare 3	magicitem 3	
1159	Some knights from The Order ha	-1	Some knights from The Order have accepted to serve under your command. [Knightly Order]	site 1|order 2	nation -2|com 23|2d6units 22	
1160	Some knights from The Order ha	-1	Some knights from The Order have accepted to serve under your command. [Knightly Order]	site 1|order 2|luck 1	nation -2|com 23|6d6units 22	
1161	The Knights are funding defens	-1	The Knights are funding defenses. [Knightly Order of the Deep]	site 1	defence 5	
1162	The Knights have helped in bri	0	The Knights have helped in bringing order to the troubled realm. [Knightly Order of the Deep]	site 1|minunrest 10|rare 30	unrest -20	
1163	One of the knights at The Orde	0	One of the knights at The Order has completed a Quest. During his adventures he found a magical object, which the Order donated to the treasury. [Knightly Order of the Deep]	site 1|rare 3	magicitem 3	
1164	Some knights from The Order ha	-1	Some knights from The Order have accepted to serve under your command. [Knightly Order of the Deep]	site 1|order 2	nation -2|com 1061|2d6units 1060	
1165	Some knights from The Order ha	-1	Some knights from The Order have accepted to serve under your command. [Knightly Order of the Deep]	site 1|order 2|luck 1	nation -2|com 1061|4d6units 1060	
1166	Barbarian clans have gathered.	-2	Barbarian clans have gathered. They are preparing for war! [Barbarian Warcamp]	poptype 25|freesites 1|minpop 10	newsite -1|unrest 20|defence 10	
1167	The barbarian natives are born	1	The barbarian natives are born free. They are unhappy with the rigorous laws governing their land.	poptype 25|order 2|minpop 10	unrest 30|incscale Turmoil	
1168	The barbarian natives revolt a	1	The barbarian natives revolt against your oppressive rule. The clans have united and taken back their ancestral lands!	commander 0|poptype 25|order 2|maxtroops 0|minpop 30	revolt 1|kill 3|4com 147|10d6units 139	
1169	Men of the barbarian clans hav	-1	Men of the barbarian clans have gathered to prove their worth in battle. Their boisterous chieftains implore you to make war! [Barbarian Warcamp]	site 1|minpop 30	unrest 15|nation -2|2com 141|3d6units 140|2d6units 139	
1170	Barbarian clans are warring. Y	-1	Barbarian clans are warring. Your local governor has sided with one of the factions. If victorious, its warriors will join your cause.	poptype 25|chaos 1|mindef 5|maxdef 20|minpop 30	2com 141|12d6units 139|nation -2|2com 141|12d6units 140	
1171	What is best in life? Barbaria	-1	What is best in life? Barbarian clans have flocked to your standard, willing to prove themselves in battle! [Barbarian Warcamp]	poptype 25|chaos -1|turn 20|minpop 30	newsite -1|nation -2|2com 141|3d6units 140|4d6units 139	
1172	A warrior of the tribes native	-1	A warrior of the tribes native to this land has pledged his sword in your service.	poptype 25|chaos -1	nation -2|com 147	
1173	A heirloom from a native clan 	-1	A heirloom from a native clan has come into our possession. [Berserker Pelt]	poptype 25	magicitem 9	
1174	The shamans of the Wolf Tribe 	-1	The shamans of the Wolf Tribe have sent a delegation to the local governor, presenting a somewhat ambiguous gift. [Effigy of War]	poptype 78	magicitem 9	
1175	People of the native tribe hav	-1	People of the native tribe have presented a gift. [Berserker Pelt]	poptype 78	magicitem 9	
1176	A young native has pledged him	-1	A young native has pledged himself in service to the local governor. He claims he can run like the Stag and fight like the Forest Lion.	poptype 62	nation -2|com 1594	
1177	One of the native shamans has 	-1	One of the native shamans has been lured into your service by false promises of freedom for his people.	poptype 62|magic 1|death 0	nation -2|com 1598	
1178	One of the native shamans has 	-1	One of the native shamans has been persuaded to join your cause.	poptype 62|magic 1|growth 2|chaos -1	nation -2|com 1598	
1179	A young native has pledged him	-1	A young native has pledged himself in service to the local governor. He claims he can fight like the Bear of Winter.	poptype 79	nation -2|com 1593	
1180	One of the native shamans has 	-1	One of the native shamans has been lured into your service by false promises of freedom for his people.	poptype 79|magic 1|death 0	nation -2|com 1597	
1181	One of the native shamans has 	-1	One of the native shamans has been persuaded to join your cause.	poptype 79|magic 1|growth 2|chaos -1	nation -2|com 1597	
1182	A spiritual leader of the nati	-1	A spiritual leader of the natives has been caught and tortured to reveal a site revered as holy by the Bear Tribe. [Bear Mountain]	poptype 79|mountain 1|freesites 1	newsite -1	
1183	A spiritual leader of the nati	-1	A spiritual leader of the natives has been caught and forcefully persuaded to reveal a site revered as holy by the Wolf Tribe. [Wild Forest]	poptype 78|forest 1|freesites 1	newsite -1	
1184	Land ownership records have be	-1	Land ownership records have been poorly kept, leading to feuds. Animosity between local lords has flared, escalating to an outright skirmish. Your soldiers have joined one of the lords, and if victorious some of his men will serve your cause.	poptype 30|chaos 1|mindef 5|maxtroops 20|turn 15	2com 23|6d6units 22|nation -2|2com 23|4d6units 22	
1185	A renegade forester, with delu	2	A renegade forester, with delusional ideas of justice for the poor, has attacked the provincial defence. His band of thieves and deserters are trying to take control!	fornation 47|chaos 1|turn 15|capital 0|minpop 30|land 1	com 56|6d6units 55|3d6units 53|4d6units 1311	
1186	An outlaw with delusional idea	1	An outlaw with delusional ideas of justice for the poor has attacked the provincial defence with his band of robbers.	poptype 30|chaos 1|turn 15|capital 0|minpop 30|land 1	com 1313|4d6units 1311|4d6units 1312	
1187	A charismatic leader has appea	1	A charismatic leader has appeared among the outlaws of the land. They have attacked the tax collector and laid hands on the treasure chest!	turn 4|poptype 30|chaos 0|forest 1|fornation 47	taxboost -100	
1188	Some of the natives have come 	-1	Some of the natives have come to serve their new master, praising the Lord that provides.	poptype 36|growth 2	nation -2|com 1514|4d6units 423	
1189	A native lizard-tribe has been	1	A native lizard-tribe has been infiltrated by agents of Ctis. They now rise against their former masters in an attempt to take control of the province!	poptype 36|0x1200 15|nation 15|turn 20|chaos -1	nation 15|2com 1514|10d6units 423|com 502|0x8A00 15	
1190	A native lizard-tribe has been	1	A native lizard-tribe has been infiltrated by agents of the plague bringers. They now rise against their former masters in an attempt to take control of the province!	poptype 36|0x1200 57|nation 57|turn 20|chaos -1	nation 57|2com 1514|10d6units 423|com 502|0x8A00 57	
1191	A native tribe of raptors has 	1	A native tribe of raptors has been influenced by Caelian agents. They now rise against their former masters in an attempt to take control of the province!	poptype 34|0x1200 14|nation 14|turn 20|chaos -1	nation 14|2com 252|10d6units 205|com 202|0x8A00 14	
1192	The natives are worshiping a r	1	The natives are worshiping a rival pretender!	poptype 34|0x1200 14|nation 14	nation 14|newdom 2	
1193	The natives are worship-ping a	1	The natives are worship-ping a rival pretender!	poptype 36|0x1200 15|nation 15|turn 20|chaos -1	nation 15|newdom 2	
1194	Vanarusian oath-bound have com	2	Vanarusian oath-bound have come to plunder!	turn 15|coast 1|0x1200 62	nation 62|com 2349|2d6units 2349|0x8A00 62	
1195	A group of oath-bound have ret	-1	A group of oath-bound have returned from distant lands. They bring treasures and tales of adventure.	turn 15|capital 1|fornation 62	nation 62|2d6units 2349|magicitem 2|gold 100	
1196	Nomad tribes have attacked! [N	1	Nomad tribes have attacked! [Novg̴rd]	fornation 62|turn 18|nearbysite 1|capital 0|land 1	4com 136|8d6units 137	
1197	Nomad tribes have frightened t	1	Nomad tribes have frightened the peasants. Many have left their homes. [Novg̴rd]	fornation 62|turn 5|nearbysite 1|capital 0|land 1	kill 2|emigration 10|unrest 15	
1198	A troubadour at court has spun	-1	A troubadour at court has spun a magical tale. It is spreading like fire among the people, influencing the realm with its wonders.	fornation 62|capital 1	unrest -10|decscale2 Drain	
1199	Nomad tribes have come, plunde	1	Nomad tribes have come, plundered and left! [Novg̴rd]	fornation 62|turn 5|nearbysite 1|capital 0|land 1	kill 3|gold -100|unrest 10	
1200	The temple has been pillaged a	1	The temple has been pillaged and burnt by nomad raiders!	fornation 62|temple 1|capital 0|land 1	kill 1|unrest 5|temple 0|gold -50	
1201	One of your commanders has bee	2	One of your commanders has been lured to the river by a woman of the water.	fornation 62|freshwater 1|magic 1|commander 1	assassin 1954	
1202	Some of the chud hirdmen are g	1	Some of the chud hirdmen are grumbling. They resent being led by vanir.	monster 2350|monster 2342	unrest 10	
1203	One of the skinshifters has in	-1	One of the skinshifters has inherited a talisman. [Bear Claw Talisman]	monster 2352|luck 1	magicitem 9	
1204	A leader has stepped forward a	-1	A leader has stepped forward among the skinshifters.	monster 2352|capital 1|fornation 62	nation -2|com 2352	
1205	Winter is harsh in the lands o	1	Winter is harsh in the lands of the Vanarus. [Novg̴rd]	season 3|nearbysite 1	kill 2|incscale3 Cold	
1206	A mysterious plowman is workin	-1	A mysterious plowman is working the fields at night. In the morning, farmers find acres of well-plown earth. Harvest will be good this year! [Novg̴rd]	fornation 62|season 0|nearbysite 1|farm 1|magic 2	decscale3 Death|landprod 5|landgold 5	
1207	The local lord has struck a de	-1	The local lord has struck a deal with the leshiy.	fornation 62|forest 1|magic 1	incscale3 Misfortune|decscale2 Death|decscale Sloth	
1208	Vanarusian oath-bound have tak	-1	Vanarusian oath-bound have taken employment in your guard.	fornation 46|capital 1|turn 15	nation -2|2d6units 2349	
1209	Vanarusian oath-bound have com	2	Vanarusian oath-bound have come to plunder!	turn 15|freshwater 1|0x1200 62|minpop 30	nation 62|com 2349|2d6units 2349|0x8A00 62	
1210	A monster has emerged from its	2	A monster has emerged from its pit to wreak havoc! [Novg̴rd]	turn 15|land 0|fornation 62|nearbysite 1	com 1948	
1211	The amazons cannot thrive unde	1	The amazons cannot thrive under your magic-draining influence. Some of the tribes are trying to take back their sacred land!	unmagic 2|poptype 40|mydominion 3	2com 346|addequip 1|2com 347|6d6units 348|3d6units 367	
1212	The amazons cannot thrive unde	1	The amazons cannot thrive under your influence of decay. Some of the tribes are trying to take back their sacred land!	death 2|poptype 42|mydominion 3	2com 352|addequip 1|2com 353|6d6units 354|3d6units 370	
1213	The amazons cannot thrive in y	1	The amazons cannot thrive in your aura of cold. Some of the tribes are trying to take back their sacred land!	cold 2|poptype 41|mydominion 3	2com 349|addequip 1|2com 350|6d6units 351|3d6units 612	
1214	Some of the amazon tribes are 	1	Some of the amazon tribes are trying to take back their sacred land!	chaos 2|poptype 43|mydominion 3	2com 355|addequip 1|2com 356|6d6units 357|3d6units 369	
1215	Some tribes of the garnet amaz	1	Some tribes of the garnet amazons will not accept your rule!	rare 50|poptype 41	2com 349|addequip 1|2com 350|10d6units 351|2d6units 612	
1216	The tomb of a legendary amazon	-2	The tomb of a legendary amazon queen has been found and looted. The natives are upset. [Thunder Bow]	luck 2|poptype 40|turn 20|chaos -1	1d6vis S|gold 50|magicitem 9|unrest 40	
1217	The tomb of a legendary amazon	-2	The tomb of a legendary amazon queen has been found and looted. The natives are upset. [Vine Bow]	luck 2|poptype 42|turn 20|chaos -1	1d6vis W|gold 50|magicitem 9|unrest 40|1d6vis N	
1218	The tomb of a legendary amazon	-2	The tomb of a legendary amazon queen has been found and looted. The natives are upset. [Bow of War]	luck 2|poptype 41|turn 20|chaos -1	1d6vis F|gold 50|magicitem 9|unrest 40	
1219	The tomb of a legendary amazon	-2	The tomb of a legendary amazon queen has been found and looted. The natives are upset. [Ivory Bow]	luck 2|poptype 43|turn 20|chaos -1	1d6vis E|gold 50|magicitem 9|unrest 40	
